,comment,sentiment,comment_len
3987,سامسونگ با این روند یکه تاز عرصه دیجیتال خواهد شد,1,9
3988,سلام به همه ی دوستان به نظر من این دوربین میتونه واسه ی کسایی که میخوان شروع به عکاسی کنه یه دوربین ایده آلی باشه من خودم به تازگی این دوربینو گرفتم و کاملا ازش راضیم البته نسبت به قیمتش,1,40
3989,برخلاف گفته یکی از دوستان تحمل ضربه تلویزیون های پلاسما تا ۸۰ برابر ال سی دی هست,0,17
3990,بدین ترتیب که هیچ گاه و حتی در زمان استفاده زیاد و استرس شدید بر روی لپ تاپ دمای قسمت استراحت مچ و صفحه کلید بالا نمی رود و همواره کاملا خنک است,1,33
3991,۴ قاب آن خش پذیر است و لکه اثر دست باقی می ماند,-1,13
3992,این یکی از بهترین هاست,2,5
3993,من همینو میخرم,0,3
3994,۳ مدل HD Surf HERO مدلی است که ویژه انواع ورزشهای آبی از جمله موج سواری است,0,17
3995,از اصلاح کردن قیمت ممنونم,1,5
3996,دیگه چی میخواین از یه گوشی,0,6
3997,جمع بندی به هر حال به نظر می رسد تجربه تولید اولین گوشی دو سیم کارته HTC برای این کمپانی نتایج قابل قبولی را در بر داشته است و این کمپانی می خواهد به راهی که شروع کرده ادامه دهد,0,38
3998,باتری انرژی مورد نیاز برای این دستگاه توسط یک باتری لیتیوم یونی تامین می شود که دارای ظرفیت ۱۶۵۰ میلی آمپر است,0,22
3999,سخت افزار داخلی اپل در Retina MacBook Pro از نسل سوم پردازنده های چهار هسته ای Intel Core i۷ با نام Ivy Bridge استفاده کرده است,0,25
4000,من که ۱۰۰٪ از این کوچولوی شگفت انگیز راضی هستم,2,11
4001,نسبت به قیمتش گوشیه خوبیه گوشی اولیم وای ۲۰۰ بود بعد از اون میخوام اینو بگیرم,1,16
4002,گول قیمت play station۳ را نخورید,0,6
4003,همچنین توسط بسیاری از موسسات و نشریات معتبر به عنوان برترین دوربین ورزشی موجود انتخاب و تحسین شده است,2,18
4004,ابعاد این گوشی خیلی جمع و جور است که این نیز بر سادگی حمل و نقل آن می افزاید,1,19
4005,مشکل این دوربین ها باتری های آنهاست,-1,7
4006,آقای کورش من خودم از طرفداران الجی هستم اما باید انصاف داشته باشیم,0,12
4007,در کل من از این دستگاه بسیار راضی هستم,2,9
4008,امکانات جانبی در حد متوسط,0,5
4009,سخت افزار داخلی همان طور که در خلاصه محصول اشاره کردیم سری G۵۸۰ در مدل های بسیاری در بازار وجود دارد و در آن ها می توان از مدل هایی با پردازنده Intel Pentium تا نسل سوم پردازنده های قدرتمند Intel Core یافت,0,44
4010,البته موقع نوشته شدن این نقد سایت دیجیکالا فقط این مدل از تبلت های سامسونگ ۷ اینچی رو داره,0,19
4011,این رزولوشن باعث می گردد تراکم پیکسلی این صفحه نمایش ۲۲۶ppi باشد که بسیار مناسب است,2,17
4012,همین,0,1
4013,در صداهای متوسط کیفیت صدای تولید شده بسیار شفاف و دقیق است,2,12
4014,تبلت خوبیه ولی اصلا دوربین خوبی نداره,0,7
4015,از اضافه شدن قابلیت پانوراما به دوربین تا امکان تعیین زنگ هشدار SMS برای هر کدام از مخاطب ها,0,19
4016,LG هم به عرصه ۵ اینچی ها پیوست,0,8
4017,در ادامه بیشتر توضیح می دهیم,0,6
4018,بسیار عالی است تا قبل از این آیپاد یک آیفون بدون سیم کارت نبود اما الان تبدیل شده به یک آیفون ۵ بدون سیم کارت پس با قیمت دلاری صد در صد ارزش خریدن را دارد,2,36
4019,به همین دلیل همچنان بسیار خوش دست است و به راحتی در دست و در جیب جای می گیرد,2,19
4020,در استفاده های معمولی تا دو روز می توانید با یک بار شارژ باتری از آن استفاده کنید,0,18
4021,برای استفاده کردن از بسیاری از قابلیتهای گوشی نیاز به اینترنت وجود دارد,0,13
4022,پس فعلا دوستان عزیز,0,4
4023,نهایتا در قسمت پشتی گوشی نیز دوربین به همراه فلاش LED و لوگوی Beats به چشم می خورد,0,18
4024,این باتری توانست در سنگین ترین تست حداکثر مصرف پردازنده حداکثر روشنایی صفحه نمایش یک ساعت و ۱۰ دقیقه شارژ دهی کند,0,22
4025,صفحه نمایش ۷ اینچی اون ممکنه برای بعضی ها کوچک باشه ولی اکثرا این اندازه صفحه نمایش رو مناسب ترین اندازه ارزیابی کرده اند,1,23
4026,در صورت لزوم شما می توانید آن را نیز سفارش دهید,0,11
4027,در کل ۳۶۰ کنسول بسیار خوبی برای بازی کردن و فیلم دیدن نه از روی بلوری با کیفیت HD است و با دستگاه جدید همراه ۳۶۰ Kinect که در E۳ امسال معرفی شدند و کابرد های بسیاری را در اختیار می گذارد انتخاب خوبی برای خرید است,2,47
4028,اما با وجود امکانات مختلف ارتباطی بر روی این تبلت مانند۴G Wi Fi ۳G و GPRS به راحتی و با حداکثر سرعت می توان به مرورگری اینترنت پرداخت,1,28
4029,البته Sony Cyber Shot DSC HX۱۰V موقعیت یاب و GPS هم داره که زیاد کاربردی نیست,-1,18
4030,سنسور تصویر از همان سنسورهای ۱ ۲٫۳ اینچی کوچک است که بر روی دوربین های این رده استفاده می شود,0,20
4031,بر روی لبه بالایی دستگاه جک ۳٫۵ میلی متری هدفون وجود دارد,0,12
4032,از نظر قدرت عکاسی نیز این گوشی عملکرد بسیار خوبی را به کاربر ارائه می نماید,0,16
4033,اما HTC در این گوشی نیز همانند گوشی های سری One خود یک پردازشگر قرار داده است که وظیفه انجام محاسبات مربوط به دوربین گوشی را بر عهده دارد,0,28
4034,تمام مدل های ۱۴٫۰ و ۱۵٫۶ اینچی مجهز به نمایشگرهای با رزولوشن ۱۳۶۶x۷۶۸ پیکسل می باشند,0,20
4035,در حقیقت طبق ادعای فوجی فیلم توانایی نمایش جزئیات رنگی این سنسور و کیفیت آن چیزی در حد سنسور تصویر ۲۱ مگاپیکسلی دوربین فول فریم Canon ۵D Mark II است,0,30
4036,حتی می تواند فشار آب تا عمق ۶۰ متری را به راحتی دوام بیاورد,1,14
4037,چنان چه کنسول آکبند خریداری شود تشخیص این که درایو کنسول کدام مدل است وجود ندارد چرا که تا درایو کنسول eject نشود نمی توان مدل را آن را فهمید و هیچ کدام از مغازه دارها نیز کنسول آکبند را برای مشتری باز نمی کنند مگر آنکه ۱۰۰,0,48
4038,البته مدل Benq و Samsung از نظر اجرای دیسک های کپی کیفیت بهتری دارند و درایو LG هنگام خواندن دیسک ها صدای بیشتری دارد در صورتی که آن دو دیسک ها را تا اندازه ای نرمتر و آرامتر می خوانند,1,40
4039,راستش من هیچکدوم از محصولات اپل یا اندروید رو ندارم,0,10
4040,در حقیقت خود این دوربین دارای Wi Fi نیست ولی از طریق NFC می تواند با Wi Fi دستگاه های سازگار کار کند,1,23
4041,قابلیت اتصال بند به پشت دستگاه,0,6
4042,دوستان من تا حالا با تبلت های زیادی کار کردم,0,10
4043,با توجه به قیمتش پرینتر خوبیه,1,6
4044,و به همین ترتیب در مدلهای Helmet و Surf,0,9
4045,فقط ۲ تا نقطه ضعف داره به نظرم,-1,8
4046,سایز کاغذ قابل اسکن در این دستگاه Flatbed A۴ Letter ADF A۴ Letter Legal می باشد,0,16
4047,هنگام خرید این لنز با کیت لنز E۱۸ ۲۰۰mm F۳٫۵ ۶٫۳ OSS به فروش می رسد,0,18
4048,برنامه های دیگر آیفون نیز هر کدام به نحوی دست خوش تغییرات گشته اند و به نوعی بهتر شده اند,1,18
4049,صفحه نمایش و بلندگوها اپل بر روی نسل پنجم iPod Touch همان صفحه ۴ اینچی IPS فوق العاده iPhone ۵ را قرار داده است,2,23
4050,در زیر قاب پشتی گوشی شیار سیم کارت micro شیار مموری کارت micro SD که قابلیت پشتیبانی از کارت های حافظه تا ظرفیت ۶۴ گیگابایت را دارد و باتری بسیار قدرتمند ۲۱۰۰ میلی آمپری قرار دارد که طبق ادعای سامسونگ می تواند ۱۰ ساعت بطور مداوم ویدئو پخش کند,1,49
4051,۳ مدل HD Surf HERO مدلی است که ویژه انواع ورزشهای آبی از جمله موج سواری است,0,17
4052,البته این بدان معنا نیست که با دیدن این گوشی شگفت زده می شوید ولی به هر حال نمی توان زیبایی این مدل در عین سادگی آن را کتمان نمود,1,30
4053,من ۲روزه خریدمش واقعا حرف نداره,1,6
4054,خوشگل ترین فبلت جهان,2,4
4055,فقط مشکی موجود هست,0,4
4056,با توجه به لنز واید ۲۵ میلی متری که بر روی این دوربین ها قرار گرفته می توانید مطمئن باشید که در هر کادر می توان میدان دید گسترده ای را ثبت کرد تا بنابراین این دوربین کاملا مناسب عکاسی از منظره هم باشد,2,44
4057,با اینکه این محصول یک گوشی از کمپانی ال جی است اما به واقع بی شباهت به یک تبلت نیست و با قابلیت های خوب سخت افزاری و نرم افزاری خود می تواند خود را در بین گوشی های بازار مطرح نماید,1,42
4058,یه کم نگران کننده است,0,5
4059,بنابراین اگر به دنبال همچین ویژگی هایی هستید A۳۴۰۰ IS برای شما گزینه ی مناسبی است,1,17
4060,و بدون استفاده,-1,3
4061,و باید توسط کاربر فعال شوند,0,6
4062,این گوشی را خواهیم خرید,0,4
4063,در آخر باید بگم Samsung Galexy S II یک گوشی ماندگار و قدرتمند هست و یکی از بهترین گوشی های اندروید حال حاضر موجود در بازار,2,26
4064,بلندگوها در بالای کیبورد دو بلندگوی استریوی دستگاه قرار دارند که در زیر یک گرید یک تکه تعبیه شده اند,0,19
4065,من بین Nikon Coolpix L۸۷۰ و این گیر افتادم اما دارم پولامو جمع و جور میکنم که این رو بخرم فکر میکنم گزینه بهتریه,1,25
4066,من که این گوشی رو دستم گرفتم خوشم نیومد,-1,9
4067,سال ها از خرید اولین گوشی همراه گذشته ۷۱۰۰ LG در این مدت چند گوشی عوض کردم و با گذر زمان سلایق کاربری ام تغییر کرد همیشه به این فکر کردم که چرا همه ی امکانات در یک دیوایس موجود نیست,0,41
4068,توجه کرد,0,2
4069,این فرآیند به ایسوس کمک کرد که قطعات فلزی اضافی مانند پیچ ها را به دور ریخته و از قطعات پلاستیکی سبک تر ولی با همان کیفیت و استحکام روش های قبلی استفاده کند,0,34
4070,چون یه بار به علت یک لحظه اشتباه همۀ اطلاعاتی که فقط برای من با ارزش بود رو از دست دادم,-1,21
4071,با قطر کمی که این داره برای هرکسی جابه جاییش راحته,1,11
4072,سرعت عالی,2,2
4073,کیفیت ساخت خیلی خوبی داره,2,5
4074,دسته اول مدل هایی که از کارت های گرافیک مجزای NVIDIA GeForce سری ۶۰۰M بهره می برند و دسته دوم مدل هایی که از پردازنده گرافیکی آنبورد Intel HD ۳۰۰۰ بهره می برند,0,34
4075,در هنگام شارژ مجددا آن هم جوهر خوب به سختی یافت می شود,-1,13
4076,زود هنگ میکنه روشنایی کم و رزولوشن پایین و,-1,9
4077,فقط در مورد نورسنجی می توانید انتخاب هایی چون میانگین گیری نقطه ای یا دیگر آپشن ها را داشته باشید,0,19
4078,این مهم با وجود سنسور کوچکتر اتفاق افتاده,0,8
4079,اگر وزن این تبلت را با تبلت های مشابه مانند Note ۱۰٫۱ با ۵۹۷ گرم Nexus ۱۰ با ۶۰۰ گرم TF۷۰۰ با ۵۸۶ گرم و یا حتی آیپد۴ با ۶۵۰ گرم مقایسه نمایید متوجه گفته ما خواهید شد,0,39
4080,به نظر من خیلی عالیه,2,5
4081,کیبورد و تاچ پد کیبوردی که سامسونگ بر روی این لپ تاپ ها قرار داده است واقعا با کیفیت است,2,19
4082,همین بس که بگویم از دیجی کالا یک دستگاه new ipad برنده شدم و بدون آنکه جعبه ی آن را باز کنم آن را با دیوایس دیگری معاوضه کردم,0,29
4083,یه نکته ای رو که فراموش کرددم بگم این بود که کیفیت صفحش واقعا عالیه,2,15
4084,کیفیت پرینت در هر دو رزولوشنی که گفتیم خیلی خوب است و رنگ مشکی کاملا مشخص و غلیظ می باشد,2,20
4085,می توان به راحتی گفت که دوربین ۸ مگا پیکسلی موجود بر رویPlus HTC One X یکی از بهترین دوربین های موجود بر روی گوشی های هوشمند تا به این تاریخ است,1,32
4086,از این یکه تازی مدتیست که خبری نیست,-1,8
4087,چون فلاش خودش بسیار قدرتمند می باشد و دیگر نیاز نیست یه فلاش همیشه تو کیفتون باشه,2,17
4088,واقعا عالیه,2,2
4089,چنان چه درایو شما مدل LG Hitachi یا Benq باشد و یا این که از ورژن ۵ میان افزار درایو Samsung Toshiba استفاده نمی کنید برای اجرای بازی های XBOXباید آن ها را حتما روی DVD۹ دو لایه کپی کنید,0,40
4090,هرچند که رزولوشن آن پایین تر از نمایشگر Retina ی iPhone ۴ است ولی با وجود بزرگتر بودن کیفیتی تقریبا برابر را ارایه می دهد,0,25
4091,در عوض رزولوشن بالای تصویر دقت تصاویر رو خیلی بالا برده و در آخر با پردازنده ی دو هسته ای این اسمارت فون شما قادر به انجام هر گونه بازی و مرور در صفحات وب به آسونی هستید,1,38
4092,بازم خواهش میکنم نظرهاتونو در مورد خود دوربین بدید,0,9
4093,این گوشی در رنگ ها و استایل های مختلفی نیز عرضه می شود که در زیر نمونه ای از این رنگ ها را مشاهده می کنید,1,26
4094,یه کابل گرفتم که فلش مستقیم میخوره به گوشی از رو فلش وصل به گوشیم فیلم دیدم روش که اصلا فکرشم نمیکردم که هیچ باگی نده,0,26
4095,طراحی و ساخت از لحاظ طراحی iPod Touch نسل پنجم نیز همانند گوشی iPhone ۵ نسبت به مدل قبلی کشیده تر شده است,0,22
4096,البته لازم به ذکر است که کیفیت مکالمه با قلم به خوبی کیفیت مکالمه با گوشی نیست اما در چنین شرایطی مسلما بسیار کاربردی و رضایت بخش خواهد بود,1,28
4097,باز هم طبق روال این دوربین دارای همه ی مودهای عکاسی از مود کاملا اتوماتیک خودکار هوشمند گرفته تا مودهای دستی P A S M را دارا می باشد,1,29
4098,اما نه به طور کامل,-1,5
4099,برخلاف بسیاری از نوت بوک های دیگر ایسوز صفحه کلید این یکی از نوت Chiclet با کلیدهای جداگانه و جزیره ای بر روی شاسی نیست,0,25
4100,این لپتاپ از طراحی و ارگنومی بسیار خوبی برخوردار هست,2,10
4101,در نقد و بررسی HX۱۰۰v اشاره کرده بودیم که کیفیت عکس های گرفته شده فوق العاده هستند,2,18
4102,تجربه مشاهده خود را با کیفیت برتر تصویر ارتقا بخشید لذت مشاهده را با کیفیت برتر تصویر ارتقا داده و تجربه بسیار واقعی تر و واضح تر و جذاب تری از سرگرمی ها داشته باشید,1,34
4103,شاید تنها نقطه ضعف صفحه نمایش را بتوان زاویه ی دید عمودی محدود آن دانست به طوری که اگر کمی از بالا یا پایین به صفحه نگاه کنید افت چشمگیری در کیفیت تصویر مشاهده خواهید کرد,-2,35
4104,خوشدسته,1,1
4105,در عمل باید گفت که اگر پیش تر کاربر گوشی های مبتنی بر ویندوز فون ۷٫۰ و ۷٫۵ بوده اید تغییرات زیادی در محیط سیستم عامل احساس نخواهید کرد,0,27
4106,همانند Siri از برنامه S Voice نیز می توانید برای انجام کلیه کارهای روزمره مانند تنظیم کردن ساعت چک کردن وضعیت آب و هوا جستجوی مکان و غیره استفاده کنید,0,30
4107,من ۳ماهه این گوشی رو خریدم و از خیلی نظرها بی نظیره ولی خیلی زیاد هنگ میکنه و حتی خاموش هم نمیشه و تازگیا زیاد شده که صداش قطع شه و حتی اس ام اس ها یا زنگ ها و آهنگ هام هم صدا ندارن و این خیلی اذیت می کنه و من مجبورم مدام خاموش و روشنش کنم,-1,59
4108,من قبل از این که این گوشی را بخرم بیشتر به دنبال galaxy s۳ بودم ولی الان واقعا نظرم تغییر کرد و واقعا عاشق این گوشی شدم,1,27
4109,در ضمن برنامه نقشه ها و مکان یابی نوکیا یعنی Here نیز همراه با Nokia Drive بر روی این گوشی قرار داده شده است,0,22
4110,البته در نظر داشته باشید که این موضوع به ایسوس کمک می کند که خیلی سریع تر از کمپانی های دیگر محصولات خود را آپدیت نرم افزاری کند,1,27
4111,تقریبا همه موبایل های هوشمند از HotSpot پشتیبانی می کنن پس جای هیچ نگرانی نیست,1,15
4112,در کل گوشی که نسبت به قیمتش می ارزه,1,9
4113,اما تفاوت های اساسی در قسمتهای دیگر آن است,0,9
4114,در کل من ازش راضیم,1,5
4115,این تاچ پد که از نوع مالتی تاچ می باشد کاملا حساس و پاسخگو است و عملکردی عالی را از خود به نمایش می گذارد,2,25
4116,همچنین سیستم تهویه مطبوع و ماشین لباسشویی,0,7
4117,من این گوشی و دو ماهه گرفتم رزولوشنش خیلی خوبه ولی اگر بخواد بکلایتش روشن باشه خیلی خوب میشه ولی باطری به یک روز هم نمیرسه درضمن وای فایش هم زیاد قاطی میکنه یه مشکل دیگه هم که داره اینه که شیشه اش ضد خش نیست در کل اگر این مسائل براتون مهم نباشه گوشی خوبیه,0,56
4118,در کل بلافاصله بعد از بازکردن بسته ی این گوشی احساس یک خرید متفاوت و لذت بخش را تجربه خواهید کرد,1,20
4119,البته اگه انتظار خیلی بالا نداشته باشید,0,6
4120,همچنین تنوع مود بسیار خوبی برای انتخاب مود های مختلف عکاسی وجود دارد تا با آن ها بتوان عکس هایی با افکت های مختلف را ثبت نمود,2,27
4121,سرعت عکس برداری و فیلم برداری هم فوق العاده است,2,10
4122,با توجه به پنل IPS موجود عملکرد صفحه نمایش در زوایای مختلف بسیار مناسب است,2,15
4123,از نظر رنگ و شفافیت تصویر من مقایسه کردم,0,9
4124,آیا گفتن همین یک نام برای نشان دادن قدرت نرم افزاری آیفون ۵ کافی نیست,0,15
4125,بهترین گوشی بازاره,2,3
4126,دوستان توجه کنید معماری پردازشگر A۵ هست که ضعیف هست و شخصا تو این گوشی یک بازی با حجم ۴۰ مگ رو با اندکی لگ اجرا کردم,-1,27
4127,رنگ های تولید شده و روشنایی صفحه نمایش دستگاه بسیار بالاست و در مجموع می توان گفت که کیفیت صفحه نمایش iPod Touch بسیار بهتر از رقبای اصلی مانند Samsung Galaxy Player ۵٫۰ است,2,34
4128,از مزیت های این درایو نسبت به دو مدل دیگر می توان به صدای نسبتا کمتر و کیفیت بهتر ساخت اشاره کرد اما دو مدل قبلی یعنی Samsung Toshiba و LG Hitachi در کل کیفیت ساخت یکسانی دارند,1,38
4129,بسیار زیبا باید از نزدیک ببینید زیبایشو,2,7
4130,حتی در زوم های بالا هم کیفیت عکس ها کاملا حفظ میشن,1,12
4131,این در حالیست که ۵۱۰ HS مجهز به سنسور ۱۰ مگا پیکسلی بود,0,13
4132,دوستان به این نکته دقت کنید که این مدل گوشی خدمات پس از فروش خیلی ضعیفی داره و قطعات این برندها هنوز وارد بازار نشده به همین علت ارزونتر از مدل های مشابه مثل سامسونگ و نوکیا و غیره هست,-2,40
4133,اما ویژگی بسیار عالی این لنز کمینه ی نسبت کانونی f ۲٫۵ آن در حالت واید است,2,17
4134,متاسفانه یکی از برند های معروف جهان که نوکیا بود در حال سقوط است,-1,14
4135,اما کمپانی اپل ادعا کرده که کارکرد آن نسبت به ۴S بسیار بهتر شده است و احتمالا در حالت استفاده عادی حدود ۱ روز می توانید از آن استفاده نمایید,1,29
4136,همچنین کیفیت نامناسب صفحه نمایش,-1,5
4137,مرسی digikala,1,2
4138,سنسور تصویر این دوربین نیز همان BSI CMOS است,0,9
4139,اما قابلیت اجرای همزمان دو برنامه در این تبلت به بهترین شکل به اجرا در آمده است,1,16
4140,موضوع اینجاس که فقط به اسمارت فون محدود نمیشه یه وسیله ی همه کارس پس کی میاد دیگه,0,18
4141,برای عکاسی هم دیگر نیازی نیست که نگران تنظیمات دوربین باشید کافیست که آن را بر روی مود عکاسی Intelligent Auto یا اتوماتیک هوشمند قرار دهید دوربین را به سوی سوژه نشانه بروید دکمه ی شاتر را بفشارید تا سپس دوربین خود همه ی تنظیمات نوردهی و دیگر پارامترها را بر روی بهترین مقادیر تنظیم کند تا با کیفیت ترین عکس بدست آید,1,63
4142,اگر شما به اینترنت پرسرعت دسترسی دارید و به بازی های آنلاین علاقه مندید قطعا X۳۶۰ بهترین گزینه برای شماست به خاطر شبکه فوق العاده Xbox Live که مایکروسافت واقعا ساپورت خوبی از این شبکه میکنه,2,37
4143,فیلم برداریش حرف نداره میشه باهاش موزیک ویدیو ساخت اما متأسفانه دو هفته پیش گمش کردم,2,16
4144,تبلت خوبیه و باهاش مشکلی ندارم,1,6
4145,با وجود چنین تکنولوژی و سخت افزار پیشرفته ای که در این لپ تاپ به کار گرفته شده است Retina Macbook Pro بسیار باریک و سبک بوده و طول عمر باتری آن بسیار بالاست,2,32
4146,در حد گوشی های سامسونگ با قیمت بالاتر قابلیت داره,1,10
4147,شما با نصب برنامه اسکچ بوک موبایل و یا اسکچ بوک پرو روی این تبلت میتونید یک سخت افزار ۵۸۳ گرمی سبک و کارآمد رو در امر طراحی با خودتون همیشه همراه داشته باشید,1,33
4148,پایه موجود در قسمت پشتی تبلت تا حدود ۲۲ درجه باز شده و تبلت را نگاه می دارد,0,18
4149,سوال منظور از میان افزار Firmware و آپدیت آن چیست,0,10
4150,اما اصولا به همان دلیلی که سازنده بر روی این دوربین آپشن های کنترل دستی را قرار نداده ترجیح داده که هیچ راهی از قبیل وجود چشمی یا نمایشگر Live view برای کادر بندی وجود نداشته باشد,0,36
4151,تقریبا هیچ گاه هنگام کار کردن با گوشی کاهش سرعت یا به اصطلاح Lag مشاهده نکردیم,1,16
4152,از لحاظ پرفرمنس و سرعت و دمای کاری سیگیت بهتره,1,10
4153,از برتری های اصلی این تبلت حساب میشه,1,8
4154,گوشی خوبی هستش ولی ۲ نکته داره,1,7
4155,که در سری پروبوک به وضوح دیده میشه,0,8
4156,شاید گوشیهای چت سامسونگ پیشنهاد بهتری باشد,0,7
4157,بعلاوه اینکه این دوربین توانایی ضبط ویدیویی با سرعت خیلی زیاد بعلاوه اینکه این دوربین توانایی ضبط ویدیویی با سرعت خیلی زیاد ۳۲۰ فریم بر ثانیه را نیز دارد تا بعدا وقتی آن را با سرعت ۳۰ فریم بر ثانیه مشاهده می کنید یک فیلم اسلوموشن را شاهد باشید,1,49
4158,من خیلی از ایکس باکس خوشم میاد ولی به نظرم ps۳ خریدن ریسک کمتری داره هم از نظره داغ شدن و هم مشکلی مثل سه چراغ شدن ایکس باکس رو نداره,0,31
4159,جمع بندی اگرچه Nexus ۷ از نظر کارایی و مشخصات به خوبی آی پد نسل سوم نیست اما با توجه به قیمت اعجاب انگیز آن و امکانات بسیار مناسبی که دارد می تواند حتی به عنوان یک رقیب برای آی پد شناخته شود,1,42
4160,اگه پول دستم بیاد حتما میخرمش,1,6
4161,شکل ظاهریش هم که خیلی زیباست,2,6
4162,محشره,0,1
4163,این مودهای عکاسی را معمولا بر روی دوربین های پیشین سونی سایبرشات هم دیده بودیم,0,14
4164,در حالی که اکثر کمپانی های معتبر و پر طرفدار دنیا روی گوشی های خود از سیستم عامل های جدید مانند Windows Phone و یا Android استفاده می نمایند نوکیا کماکان بر استفاده از سیستم عامل های مبتنی بر Symbian اصرار ورزیده است,0,42
4165,علاوه بر آن مود Program هم وجود دارد که بیشترین اختیار در تنظیمات نور دهی را در این دوربین به شما می دهد,0,23
4166,با این لپ تاپ کار کردم عالیه,2,7
4167,این تاچ پد از نوع مالتی تاچ می باشد و عملکردی کاملا استاندارد و صحیح را از خود به نمایش می گذارد,2,22
4168,برای عکاسی در شرایط نوری ضعیف هم گستره ی حساسیت سنسور آن از ۱۰۰ تا ۱۲۸۰۰ است که کاملا حرفه ای و عالیست,2,23
4169,به علاوه مدل جدید تنها قابلیت خواندن کارت حافظه SD را دارد,0,12
4170,بعلاوه ی اینکه چنین لنزی بر روی این دوربین کامپکت واقعا کم نظیر است,2,14
4171,حتی در مصارف سنگین تر GALAXY Tab ۲ ۱۰٫۱ می تواند حداقل یک روز کامل را شارژ دهی کند,1,20
4172,توجه به هیچ عنوان گول یک سری از افراد سودجو که برای فروش کنسول های خود می گویند کنسول آنها به طور کامل هک شده است و تمامی ریجن ها را اجرا می کند نخورید چون همچین چیزی وجود ندارد و تمامی مدل ها دارای قفل منطقه ای برای بازی ها می باشند,0,52
4173,این در حالیست که توانایی زوم ۵ برابر می تواند برای گرفتن عکس های پرتره هم مناسب باشد,1,18
4174,گوشی فوق العاده ایه,2,4
4175,فراموش کنید که هر سه مدل Helmet MotorSports و Surf دارای دوربین هایی با مشخصات یکسان می باشد و تنها تفاوت آنها در متعلقات و تجهیزات تکمیلی اتصال موجود در جعبه می باشد,0,33
4176,این انعطاف پذیری شامل os دسترسیه سریع تبادل دیتا با سایر دیوایس ها در کم ترین زمان و در هر مکان و غیره می باشد,0,25
4177,تغییر اصلی ایجاد شده در صفحه ی قفل گوشی Lockscreen می باشد,0,12
4178,اکس باکس تنها جایی است که می توانید از بازی های Halo۳,0,12
4179,دوربین بسیار شیک و جمع و جور و سبکی هست,2,10
4180,اما اگه به این محصول تنها از دید تحسین نگاه کنیم مسیر را به اشتباه رفته ایم چرا که معمولا آنچنان که از سابقه اپل به خاطر داریم این شرکت نقاط ضعف محصولات خودش رو در سایه تبلیغات پر زرق و برقش پنهان می کنه,-1,44
4181,یک درب کشویی نیز بر روی بدنه وجود دارد که با کنار زدن آن متوجه پورت های HDMI یک پورت USB و شیار کارت حافظه می شویم,0,27
4182,حالا در کنار مشخصات بینظیرش همچون پردازنده خوب نمایشگر خوب پشتیبانی واقعی باتری خوب طراحی عالی وزن معقول سایز ۷ اینچی به نظرم بهترین سایز برای تبلت قیمت فوق العاده البته تو ایران میشه سرسام آور به نوعی میشه گفت کلکسیون امکانات این تبلت کامل شد گرچه اگه امکان استفاده از MicroSD و دوربین پشت دستگاه فراهم میشد دیگه جای هیچ بحثی نبود اما تا همین جا هم واقعا عالی شد,2,71
4183,ولی با این مبلغ گزینه های بهتری هست,0,8
4184,پس بهتره ایرادات این مدل رو هم مرور کنیم ۱ هیچ توجه کردین این لپ تاپ CD و DVD درایو نداره,-1,21
4185,حالت Burst shot به شما کمک می کند که تنها در چند ثانیه ۲۰ عکس با سرعت بسیار بالا به صورت پیاپی گرفته و سپس از میان این ۲۰ عکس بهترین تصویر را انتخاب کنید,2,35
4186,از نظر شارژدهی بسیار شبیه به گوشی های HTC Incredible S و HTC Desire S می باشد,0,17
4187,XBOX ۳۶۰ از هر نظر از ps۳ بهتره من هر دوتاشونم دارم,1,12
4188,این نسخه ی جدید سیستم عامل سیمبین مخصوص گوشی های صفحه لمسی آن طراحی شده که پیش از این هم آن را بر روی نوکیا N۸ شاهد بوده ایم,0,28
4189,این ها فقط نمونه ای از هزاران برنامه ی کاربردی و سرگرم کننده ی آندروید هستند و تقریبا از هر قشری چه دانشجو دانش آموز مدیر یک شرکت پزشک مهندس بازاریاب ورزشکار و هرچه که باشید برنامه هایی برای شما وجود دارد و Galaxy S II با سیستم عامل آندروید خود می تواند مورد نیاز شما باشد,0,57
4190,استفاده از قابلیت ذخیره سازی در وب مستلزم ثبت نام جداگانه نزد یک ارائه کننده ثالث فضای ذخیره سازی می باشد,0,21
4191,این مدل قادر است که با وضوح ۳۰۰ و ۶۰۰ و۹۰۰ DPI اسکن تهیه کند و با فرمت های PDF و JPG ذخیره نماید,1,25
4192,cpu dual core armv۷ cpu frequency ۱۹۶,0,7
4193,و به همین ترتیب در مدلهای Helmet و Surf,0,9
4194,و دیگر مردم هم این گوشی ها رو خرید نمیکنن,0,10
4195,صفحه نمایش با کیفیت آنتن دهی بالا نرم افزار های بسیار عالی که در خود گوشی نصب هستن,2,18
4196,شاید بتوان گفت بزرگترین نقطه قوت و مزیت این دوربین به دیگر دوربین های رایج ورزشی و غیر ورزشی بهره گیری از یک لنز بسیار واید ۱۷۰ درجه است که تصاویری بسیار عریض و خیره کننده ضبط می کند قابلیتی که نقش موثری در خلق تصاویر مهیج و زیبا در فعالیت های ورزشی و ماجرا جویانه دارد,2,57
4197,طراحی منحصر به فرد Tegra ۳ شامل یک پردازنده چهار هسته ای به علاوه یک هسته مجزای کم مصرف است,1,20
